,file,Exotic,taxonomic_identification,time,Family,data.type
1801,2ee58ddf-c3ee-47db-90b2-1fa452520e06  .jpg,N,1,7.949173331,Fabaceae,herb
1802,2fd57d03-26b4-4d65-85bf-de9e55634153 baptisia alba 1960-05-31T00:00:00+00:00.jpg,N,1,14.45376995,Fabaceae,herb
1803,2ffb9017-07f2-4fbd-ac71-c04dfa46b73c chamaecrista fasciculata 2005-08-23T00:00:00+00:00.jpg,N,1,9.246606821,Fabaceae,herb
1804,3029a7ca-5b37-4239-b44e-cf69c04a2c74  2007-04-19T00:00:00+00:00.jpg,Y,1,10.91861033,Fabaceae,herb
1805,303e1c49-84cf-416f-958e-bb86151fb0f6  1859-10-07T18:59:00-08:00.jpg,N,O,58.10817756,Fabaceae,herb
1806,3073419d-8cd7-4efc-8b01-e22573a816d2  1988-08-09T00:00:00+00:00.jpg,N,O,35.94741955,Fabaceae,herb
1807,30b7b115-5de7-4efd-bea1-49060014fa9d trifolium dubium 2014-08-23T00:00:00+00:00.jpg,U,U,7.886891234,Fabaceae,herb
1808,324dbdbf-7bfe-4a37-a0a5-eba172faa2b0 lespedeza procumbens 1899-01-14T00:00:00+00:00.jpg,N,0,26.29237506,Fabaceae,herb
1809,325dd097-bc41-4c47-a1f3-f1f6edfdfe8e amorpha fruticosa 1959-05-17T00:00:00+00:00.jpg,N,1,2.382466773,Fabaceae,herb
1810,328b5664-eab6-4d89-b443-cb3b2747a1e0 gleditsia aquatica 1985-06-18T00:00:00+00:00.jpg,N,1,51.19720277,Fabaceae,herb
1811,32a0dbc2-5438-44c4-9aea-e23fd11d0910 desmodium tortuosum 1973-10-20T00:00:00+00:00.jpg,N,1,13.46943924,Fabaceae,herb
1812,32bd36b8-01e7-4f0b-ac21-651e79544aea lespedeza capitata 1961-10-08T00:00:00+00:00.jpg,N,1,3.704613127,Fabaceae,herb
1813,32e06839-b256-4883-9ed0-898d993bf8b2 chamaecrista 2010-07-29T00:00:00+00:00.jpg,N,1,9.94995272,Fabaceae,herb
1814,33521f39-8ad2-4a7d-8557-b28930227195 sesbania herbacea 2006-10-10T00:00:00+00:00.jpg,Y,1,15.32666669,Fabaceae,herb
1815,345a4521-5032-41fa-8801-8ed1dfd16536 lespedeza virginica 1965-07-19T00:00:00+00:00.jpg,N,1,9.886801042,Fabaceae,herb
1816,34cd7e58-9acd-4dfd-b196-a41a3caafb52 crotalaria spectabilis 1983-09-30T00:00:00+00:00.jpg,Y,1,113.9862023,Fabaceae,herb
1817,36a4204f-64ae-4a10-bcdf-958230e900f9 desmodium rigidum 1955-10-02T00:00:00+00:00.jpg,N,1,35.13051058,Fabaceae,herb
1818,383ff772-a528-4b8d-a28f-70a88a07c65f strophostyles helvola 2015-09-09T00:00:00+00:00.jpg,N,1,104.2399875,Fabaceae,herb
1819,38e77c6b-f286-4dc4-a649-f0194b22a3ac  2000-08-27T00:00:00+00:00.jpg,N,1,36.11595491,Fabaceae,herb
1820,3a38dd6f-c30b-424a-b8a5-100d0f5fba79 mimosa strigillosa 1964-07-12T00:00:00+00:00.jpg,N,1,8.873810329,Fabaceae,herb
1821,3aec8963-79c0-42f4-b78a-2036224b90f3  1937-07-26T00:00:00+00:00.jpg,N,1,7.094056236,Fabaceae,herb
1822,3b102e1e-c112-414c-9f08-c442473f4cac tephrosia 1995-05-24T00:00:00+00:00.jpg,N,1,188.1694459,Fabaceae,herb
1823,3b4bfb96-e8d3-46e1-9460-535123c56c5c indigofera hirsuta 1986-09-24T00:00:00+00:00.jpg,N,1,3.38829482,Fabaceae,herb
1824,3bbc96dd-1e52-4123-875c-e13ef7c58a5a vicia tetrasperma 2004-05-19T00:00:00+00:00.jpg,Y,1,9.594298319,Fabaceae,herb
1825,3c15cdab-4c22-4a71-94ab-62dd8bb5c12a desmodium paniculatum .jpg,N,1,19.17711318,Fabaceae,herb
1826,3d25ebc9-8d29-4591-8c8e-c304696376a2  1965-04-09T00:00:00+00:00.jpg,Y,1,31.84517759,Fabaceae,herb
1827,3e8d0764-c59d-4a25-8eae-56d2283337ca desmodium perplexum 1946-09-09T00:00:00+00:00.jpg,N,1,102.844943,Fabaceae,herb
1828,401bd00a-9389-4345-9694-36380def6dbb lespedeza virginica 1963-09-01T00:00:00+00:00.jpg,N,1,25.06742772,Fabaceae,herb
1829,40e69cc1-6d5c-4b41-9b61-9dfbab548f55  .jpg,N,1,14.2174575,Fabaceae,herb
1830,415f69a4-911b-41fa-9614-10ca62c3eca7 desmodium nuttallii 1981-09-02T00:00:00+00:00.jpg,N,1,268.2701795,Fabaceae,herb
1831,422c091d-3b64-483e-b427-e4ea70d60961 Fabaceae 1999-08-27T00:00:00+00:00.jpg,N,O,7.894232872,Fabaceae,herb
1832,42b246d7-71d5-4732-a9ee-19880f6f8d93 chamaecrista nictitans 2017-10-11T00:00:00+00:00.jpg,N,1,4.143034436,Fabaceae,herb
1833,4320ae9c-3ffb-44d4-a056-8fa910230e3d desmodium rigidum .jpg,N,O,47.63357309,Fabaceae,herb
1834,4407b203-ea14-443e-ae0d-8e4f7e49e076  1987-05-28T00:00:00+00:00.jpg,N,O,2178.76821,Fabaceae,herb
1835,454c1710-0e16-4418-a877-b22220bf8862 trifolium dubium 1969-04-29T00:00:00+00:00.jpg,Y,1,6.243314283,Fabaceae,herb
1836,45f09438-28d2-4994-8a43-baf385b056ae desmanthus illinoensis 1938-07-15T00:00:00+00:00.jpg,N,1,96.68365389,Fabaceae,herb
1837,461b9868-1d95-4a18-b9e0-5efa404844c4 tephrosia 1964-06-25T00:00:00+00:00.jpg,N,1,136.5753574,Fabaceae,herb
1838,469300be-a962-4764-96c3-2c81e9a957d4 arachis hypogaea 2015-08-22T00:00:00+00:00.jpg,Y,1,80.86744439,Fabaceae,herb
1839,47b0a132-1e57-407c-b6dc-19d285a20554 baptisia bracteata 1942-04-15T00:00:00+00:00.jpg,N,1,159.8887532,Fabaceae,herb
1840,4822eae2-3784-4b2f-b5ab-4b35dfdf4cb0 vigna luteola 1975-10-02T00:00:00+00:00.jpg,U,U,9.055564349,Fabaceae,herb
1841,486846e9-a1fb-4106-a8a0-987d35e3715b dalea carnea 2013-09-07T00:00:00+00:00.jpg,N,1,101.5042742,Fabaceae,herb
1842,48997a80-fa74-4c1f-9cb6-a582a941777d kummerowia striata 1983-10-24T00:00:00+00:00.jpg,Y,1,7.592648987,Fabaceae,herb
1843,48a66b06-4e20-4f6f-b20c-3d80076c0b02 orbexilum pedunculatum 1981-06-16T00:00:00+00:00.jpg,N,1,264.3172738,Fabaceae,herb
1844,49e13a89-ef82-403f-aa7b-09a8747dfff4  1951-08-20T00:00:00+00:00.jpg,N,0,148.1472621,Fabaceae,herb
1845,4b420126-0e53-4079-84b6-3ec60a8724a3 vicia acutifolia 1958-04-26T00:00:00+00:00.jpg,N,1,106.7753672,Fabaceae,herb
1846,4c001f7b-b484-4703-ba58-ebde8118b16a lathyrus hirsutus 1991-05-10T00:00:00+00:00.jpg,U,U,5.368053726,Fabaceae,herb
1847,4cffd164-b4d9-4be1-87bf-d6f14a4bf56b strophostyles umbellata 2003-09-27T00:00:00+00:00.jpg,N,1,12.97874639,Fabaceae,herb
1848,4d7d2ab5-f20c-43f4-814b-16861d825d19  1970-04-24T00:00:00+00:00.jpg,N,1,8.004031888,Fabaceae,herb
1849,4d85a238-ba01-4b83-9956-88fcc2da983e amorpha fruticosa 1993-05-25T00:00:00+00:00.jpg,N,1,2.075313573,Fabaceae,herb
1850,4e7b2d63-8f7c-4075-8fce-4b25b6905996 gymnocladus dioica 1970-07-14T00:00:00+00:00.jpg,U,U,3.339938094,Fabaceae,herb
1851,500f9b17-1ecc-45c3-823f-b1ea989d4e50 trifolium carolinianum 1939-04-20T00:00:00+00:00.jpg,N,1,178.2700315,Fabaceae,herb
1852,50497cf1-7aec-485e-8a11-5bc3cedd0403 senna marilandica 1976-07-26T00:00:00+00:00.jpg,N,1,7.079145289,Fabaceae,herb
1853,50b8bf9d-d37a-470c-9cce-4b74bd102c28 medicago sativa 1898-06-16T00:00:00+00:00.jpg,Y,1,112.2303598,Fabaceae,herb
1854,515b3469-5a4d-4020-a0f8-443df577b63c cytisus scoparius 1995-03-29T00:00:00+00:00.jpg,Y,1,102.1018785,Fabaceae,herb
1855,51c5cf5b-00bc-4f5f-b14a-52449f0fd4e7 apios americana 1931-08-16T00:00:00+00:00.jpg,N,1,4.504581809,Fabaceae,herb
1856,5219777b-f654-456d-ae76-60f58896bcba strophostyles helvola 2017-08-30T00:00:00+00:00.jpg,N,1,60.89059101,Fabaceae,herb
1857,529ef3c3-f002-44fb-9084-be697a7afb86 psoralea lupinella .jpg,N,0,71.84877632,Fabaceae,herb
1858,5413bca4-3f09-4384-b465-5ea30e575229 crotalaria rotundifolia 2001-11-13T00:00:00+00:00.jpg,N,1,19.50898311,Fabaceae,herb
1859,5425587a-fc80-4f9f-8f76-342d275da98e dalea foliosa 1966-09-27T00:00:00+00:00.jpg,N,1,74.15654005,Fabaceae,herb
1860,54725b32-ffa3-4190-a600-344300075893 indigofera 1850-02-27T00:00:00+00:00.jpg,U,U,97.38210677,Fabaceae,herb
1861,550fcb10-cf42-40f6-ad73-db63ba21b377 glottidium vesicarium 2011-09-27T00:00:00+00:00.jpg,N,O,37.74309883,Fabaceae,herb
1862,553f1c8d-f5b0-452c-b32c-d55c4193132e trifolium campestre 1940-05-15T00:00:00+00:00.jpg,Y,1,5.578604428,Fabaceae,herb
1863,55cbe18b-f04a-4b1f-b933-61f259ec3d09 crotalaria rotundifolia 1985-05-23T00:00:00+00:00.jpg,N,1,16.2306396,Fabaceae,herb
1864,55ebd01d-9450-4cea-9bc5-a4c9cc87816c desmodium tenuifolium 1976-07-16T00:00:00+00:00.jpg,N,1,220.2186327,Fabaceae,herb
1865,56867685-e082-4ac7-90e4-cb929c9bd2d1 medicago lupulina 1942-05-24T00:00:00+00:00.jpg,Y,1,25.74918776,Fabaceae,herb
1866,571de2d5-3cf2-4ac9-86e0-2d199cb95dd7 amorpha schwerinii 1963-05-10T00:00:00+00:00.jpg,N,1,153.9967021,Fabaceae,herb
1867,5886d8ba-b0b5-40fb-a174-eb5693ef411c senna occidentalis 1878-07-20T00:00:00+00:00.jpg,Y,1,45.90790698,Fabaceae,herb
1868,593d8e7c-90aa-4480-ae38-de44991c0e23 aeschynomene viscidula 1978-08-19T00:00:00+00:00.jpg,N,1,119.0039928,Fabaceae,herb
1869,5966b999-4892-478d-aa34-6d9f7f1babfb trifolium glomeratum 1958-05-14T00:00:00+00:00.jpg,Y,1,84.14861452,Fabaceae,herb
1870,5aba2152-b594-4098-ba6a-94c8463869a3 kummerowia striata 2004-07-08T00:00:00+00:00.jpg,N,0,18.57862792,Fabaceae,herb
1871,5b98c2f8-fa4a-4da4-9169-378c76f4f6c5 desmodium strictum 1894-09-24T00:00:00+00:00.jpg,U,U,48.69905516,Fabaceae,herb
1872,5bfdc40e-7651-4a46-a7ec-cbf049a3baac lespedeza tomentosa 1932-10-16T00:00:00+00:00.jpg,N,O,45.72735811,Fabaceae,herb
1873,5c3b6723-850d-4662-9c94-985446b4dc6b lespedeza tomentosa 1961-09-11T00:00:00+00:00.jpg,N,O,7.258590838,Fabaceae,herb
1874,5cceba0c-159f-4cf7-86eb-00070e128597  1920-04-13T00:00:00+00:00.jpg,N,O,8.006841504,Fabaceae,herb
1875,5cf37ce7-45d4-4152-9e97-2180fdc53488 chamaecrista fasciculata 2015-09-12T00:00:00+00:00.jpg,N,1,1.897014428,Fabaceae,herb
1876,5e86b8a4-54d7-49d6-a52a-8d5eea05076c medicago arabica 1930-04-15T00:00:00+00:00.jpg,N,1,4.245796505,Fabaceae,herb
1877,5e9a0538-6839-4a09-8f74-af8b67d9280b vicia grandiflora 1987-05-22T00:00:00+00:00.jpg,N,1,3.894337873,Fabaceae,herb
1878,5ea386ea-eeca-4b45-953a-26ad4cbb92e9  2010-06-18T00:00:00+00:00.jpg,Y,1,9.245361485,Fabaceae,herb
1879,5f1f4caa-b60e-45e6-a565-4d83b914980b  1969-05-04T00:00:00+00:00.jpg,N,1,54.4638707,Fabaceae,herb
1880,614c303e-ec94-48b4-8bca-8d28eccae5ff desmodium lineatum 1969-11-12T00:00:00+00:00.jpg,N,1,165.7499786,Fabaceae,herb
1881,6241c26e-b03a-40f0-9e8f-7dd8bdcc60d6 gymnocladus dioica 1993-08-11T00:00:00+00:00.jpg,U,U,3.762167197,Fabaceae,herb
1882,6279a663-11a6-4c99-abf9-4fd6c88f5bb6 centrosema virginianum 1975-07-01T00:00:00+00:00.jpg,N,1,3.529337557,Fabaceae,herb
1883,64ab44e3-be25-4838-a6c5-bce3155d7730 vicia minutiflora .jpg,N,1,92.24382171,Fabaceae,herb
1884,64affc5e-3947-4fe1-8cb5-c180ccddf91b lespedeza cuneata 1969-07-11T00:00:00+00:00.jpg,Y,1,31.0401421,Fabaceae,herb
1885,64cc9ef1-ccca-44ef-b105-885d43668bbf  2013-04-23T00:00:00+00:00.jpg,Y,1,10.16306858,Fabaceae,herb
1886,6553ca49-7e64-442c-90ef-e20526e8a35d desmodium sessilifolium .jpg,N,1,134.3215745,Fabaceae,herb
1887,65b1e718-77a3-48e7-b627-d23cb9e1fc45 baptisia perfoliata 1869-05-13T00:00:00+00:00.jpg,N,1,57.72526331,Fabaceae,herb
1888,667e3575-75f5-4c4a-82da-f01a9d6533c0 trifolium reflexum 1931-05-27.jpg,Y,1,13.97416134,Fabaceae,herb
1889,67c62a02-7a3e-43b1-81e9-104d7110cad8  1967-04-22T00:00:00+00:00.jpg,U,U,12.89153578,Fabaceae,herb
1890,68a2e1d0-636b-4903-babc-768ba18244fd crotalaria purshii 1951-05-04T00:00:00+00:00.jpg,N,1,116.7567774,Fabaceae,herb
1891,691a1e1b-ebde-4c3f-83f2-66307912d8f3  1990-08-08T00:00:00+00:00.jpg,N,O,60.93174998,Fabaceae,herb
1892,6a9d9eeb-d825-43e8-a5dc-b414b0b36936 desmodium paniculatum 1892-08-29T00:00:00+00:00.jpg,N,1,131.2531281,Fabaceae,herb
1893,6b8c76b9-8d2d-418a-b195-a4388de78e51  1998-04-26T00:00:00+00:00.jpg,U,0,660.1976759,Fabaceae,herb
1894,6ba89ee3-defb-4cbc-8be3-191ba8932a6a apios americana 2010-10-01T00:00:00+00:00.jpg,U,U,9.580581159,Fabaceae,herb
1895,6c21282c-f6f7-47b8-a47b-10a2c83f7c20 desmodium tortuosum 1968-07-24T00:00:00+00:00.jpg,N,1,123.1315729,Fabaceae,herb
1896,6c8b5287-6946-4996-87b2-bfc8a6b774fb lespedeza capitata 1964-08-16T00:00:00+00:00.jpg,U,U,35.42153902,Fabaceae,herb
1897,6d2b2b4e-90f6-413f-9eba-bcea36211915 strophostyles umbellata 2011-08-23T00:00:00+00:00.jpg,N,1,60.61734727,Fabaceae,herb
1898,6d818f34-b1b4-42b5-aebf-3f99c2faf59d trifolium dubium 2013-03-13T00:00:00+00:00.jpg,Y,1,9.769068937,Fabaceae,herb
1899,6e02a72e-58ff-4422-b3dc-ba5834ef8d84 desmodium rhombifolium .jpg,N,O,51.36434796,Fabaceae,herb
1900,714e153e-5c23-41a5-94cd-b80e6d550b1a  .jpg,Y,1,4.116728073,Fabaceae,herb
1901,7509f5e7-e7ca-4093-a7ae-a78ec19940c6 albizia julibrissin 2002-09-15T00:00:00+00:00.jpg,Y,1,2.606629359,Fabaceae,herb
1902,750bdcb5-13f6-43f0-802f-0c30ac18cbb2 desmodium ciliare 2013-10-12T00:00:00+00:00.jpg,N,1,9.070235198,Fabaceae,herb
1903,76240953-8177-42af-b120-bd0a110d87de crotalaria ochroleuca 1957-10-04T00:00:00+00:00.jpg,N,0,84.93201351,Fabaceae,herb
1904,763b8b2d-927a-4017-b0d3-f8e2fbfe5b86 trifolium dubium 2020-10-30T00:00:00+00:00.jpg,U,U,10.10756815,Fabaceae,herb
1905,765e4884-4a54-42cd-8598-f039fb608a86 desmodium paniculatum .jpg,N,1,14.22500247,Fabaceae,herb
1906,76b465be-0cc2-4aa3-8de3-dce9f7aeaecb wisteria frutescens 1869-03-01T00:00:00+00:00.jpg,N,1,30.49179523,Fabaceae,herb
1907,76d61626-123d-44a8-9e9a-8443206f34a6 astragalus obcordatus 1964-05-21T00:00:00+00:00.jpg,N,1,218.3348076,Fabaceae,herb
1908,77212728-194f-4813-8541-fd28bdcc065d senna obtusifolia 1899-08-23T00:00:00+00:00.jpg,N,1,6.212074844,Fabaceae,herb
1909,773191d8-45e7-478e-8068-d06a48274324 vicia acutifolia 2014-04-18.jpg,N,1,14.22874019,Fabaceae,herb
1910,773736f5-78df-49fc-bf2d-fc44bdb4f3f6 gleditsia triacanthos 1973-07-11T00:00:00+00:00.jpg,U,U,2.674793908,Fabaceae,herb
1911,777df51f-401b-434f-bb78-6ae35ebf10c7 orbexilum pedunculatum gracile 1972-06-17T00:00:00+00:00.jpg,N,1,75.77257344,Fabaceae,herb
1912,778a7a61-2263-4ec7-ab7c-9241bb1dbd0f orbexilum pedunculatum 1993-05-25T00:00:00+00:00.jpg,N,0,64.1306191,Fabaceae,herb
1913,778abef9-4fa5-4d1f-9daf-0622d9acd576 chamaecrista nictitans .jpg,U,U,7.081702017,Fabaceae,herb
1914,787ea99e-0e18-47b8-a754-0e9eab7d849e apios americana .jpg,U,U,6.711182941,Fabaceae,herb
1915,788a2fa1-4ec7-4c61-9a3e-fcc5f6d2d52f centrosema virginianum 2001-08-25T00:00:00+00:00.jpg,N,1,2.75998344,Fabaceae,herb
1916,78e03c7a-9df3-46c8-8af4-63d474288156 desmodium pauciflorum 1900-09-24T00:00:00+00:00.jpg,U,U,5.563852244,Fabaceae,herb
1917,7a181289-a74d-4bb1-ad66-c319c02085ed desmodium glabellum 2006-08-31T00:00:00+00:00.jpg,U,U,309.7648633,Fabaceae,herb
1918,7abdf904-ed96-4d40-9525-bd36789d2251 kummerowia stipulacea 1952-08-27T00:00:00+00:00.jpg,Y,1,12.33702246,Fabaceae,herb
1919,7ae83324-1cce-49f1-ab74-6e2d5052f8f7 dalea adenopoda 1907-09-29T00:00:00+00:00.jpg,N,1,113.645988,Fabaceae,herb
1920,7c07ce41-a316-4132-9133-5df0bfe72665 rhynchosia tomentosa 2006-04-30T00:00:00+00:00.jpg,N,1,103.5330984,Fabaceae,herb
1921,7c8f5f3e-63c0-4ca4-bdb7-f72588389890 stylosanthes biflora 1956-07-11T00:00:00+00:00.jpg,N,1,7.6637883,Fabaceae,herb
1922,7cab92fe-7b8b-471c-a3e2-e2a2c7c16f7d  2014-07-17T00:00:00+00:00.jpg,N,O,6.859345911,Fabaceae,herb
1923,7cb32d5a-8e3b-4b07-8071-c579fe7b9ae9  2015-03-22T00:00:00+00:00.jpg,N,1,4.442532216,Fabaceae,herb
1924,7d59615d-1e99-42dc-ad67-f06f31046958 crotalaria sagittalis 1965-09-15T00:00:00+00:00.jpg,N,1,4.771896209,Fabaceae,herb
1925,7df2d918-edb9-48a1-88a1-1b17e532b93f melilotus albus 2017-08-17T00:00:00+00:00.jpg,N,1,5.476810346,Fabaceae,herb
1926,7e09736b-c740-4ec3-b843-dc5192513fd8 desmodium ciliare .jpg,N,1,8.455347601,Fabaceae,herb
1927,7e847cdd-5e84-4ec4-bdd0-ec1349ab1b73 melilotus albus 1955-06-10T00:00:00+00:00.jpg,N,1,3.247900151,Fabaceae,herb
1928,7eb6883d-0c6c-4262-83c3-defe900e71ec  1971-05-22T00:00:00+00:00.jpg,N,1,3.45994567,Fabaceae,herb
1929,7f358fc0-2a72-41ef-b287-f067eb5f4197 vicia acutifolia 2010-12-25.jpg,N,1,8.810676796,Fabaceae,herb
1930,7f80da14-1ef1-4910-a27a-f941156d3e07  2016-04-24T00:00:00+00:00.jpg,Y,1,7.086804082,Fabaceae,herb
1931,843b98a9-d8af-4408-a117-b52b178a92d2 mimosa quadrivalvis 1936-08-06T00:00:00+00:00.jpg,N,O,10.65778264,Fabaceae,herb
1932,85348b97-9096-476c-a1ed-59d350011f11 desmodium canescens 1993-09-05T00:00:00+00:00.jpg,N,1,247.2429584,Fabaceae,herb
1933,856fed5a-eaeb-4964-831d-d71651ccca34 phaseolus polystachios 1973-07-27T00:00:00+00:00.jpg,N,1,13.69275829,Fabaceae,herb
1934,85803bf0-cff9-4e66-a154-b66d28ab5954 amorpha ouachitensis 2010-08-05T00:00:00+00:00.jpg,U,U,3.736245997,Fabaceae,herb
1935,85ad9ac7-ca72-4e05-af90-0150831a1e5b  1958-09-09T00:00:00+00:00.jpg,U,U,3.725043864,Fabaceae,herb
1936,8662bf8b-41f1-44ed-9df9-650bf94f37ac  1969-08-30T00:00:00+00:00.jpg,Y,1,6.693301251,Fabaceae,herb
1937,872407ec-eeb6-40b1-bcc0-15081feae53c orbexilum pedunculatum gracile 1965-05-19T00:00:00+00:00.jpg,N,1,11.7091443,Fabaceae,herb
1938,87398ce5-a05d-4e7a-a003-2b2243dd4ea2  1950-08-18T00:00:00+00:00.jpg,N,1,159.3765014,Fabaceae,herb
1939,89b32f15-dd9a-43f8-968e-43664b173b28 trifolium dubium 2021-07-25T00:00:00+00:00.jpg,Y,1,4.862152746,Fabaceae,herb
1940,89cd2949-36bf-4fb2-82d2-50ed2b0d54fe amphicarpaea bracteata 1955-08-29T00:00:00+00:00.jpg,N,1,17.40092374,Fabaceae,herb
1941,89fcd3de-75de-4704-abea-8adfab8dfeef phaseolus polystachios 2004-07-20T00:00:00+00:00.jpg,N,1,6.937249417,Fabaceae,herb
1942,8af49099-a3b7-4790-9f2b-397875a58049 erythrina herbacea 1964-06-13T00:00:00+00:00.jpg,N,1,4.710856428,Fabaceae,herb
1943,8b2331eb-4486-48d9-9bb9-6513c33886ef tephrosia chrysophylla 1975-10-11T00:00:00+00:00.jpg,N,1,22.53919266,Fabaceae,herb
1944,8c49a5ad-586c-45b6-be50-c9cd9044590c lespedeza violacea 2011-10-01T00:00:00+00:00.jpg,U,U,15.24954948,Fabaceae,herb
1945,8c60c57a-f3b7-45ef-830a-307c04601e84 lespedeza angustifolia 1964-08-29T00:00:00+00:00.jpg,N,1,151.4100872,Fabaceae,herb
1946,8cac0b2a-0032-4735-82ee-6a2f3a2abd47 trifolium reflexum 1966-05-10T00:00:00+00:00.jpg,Y,1,3.83925078,Fabaceae,herb
1947,8d19d7ab-1ee1-4640-9af0-81457aa525fe baptisia tinctoria 2016-06-13T00:00:00+00:00.jpg,U,U,10.54220208,Fabaceae,herb
1948,8d978c73-8f23-4b20-aeca-74b6adca80db wisteria frutescens 1963-04-12T00:00:00+00:00.jpg,N,1,7.69316035,Fabaceae,herb
1949,8da6e259-31de-431d-9d77-4fbc1f0f7650  1978-08-30T00:00:00+00:00.jpg,N,1,8.614330793,Fabaceae,herb
1950,8f3acb47-73ab-428b-ae55-4a3ef380c4e3 baptisia tinctoria 1967-07-03T00:00:00+00:00.jpg,N,1,19.44076456,Fabaceae,herb
1951,8f655c6c-0175-4385-879b-3d6b3fc1bd8e desmodium laevigatum 2012-09-07T00:00:00+00:00.jpg,N,1,70.76249344,Fabaceae,herb
1952,8fc3de04-acdc-47f6-bdf2-24203e2e0426 vicia hirsuta 1996-04-09T00:00:00+00:00.jpg,U,U,64.05896757,Fabaceae,herb
1953,9023c33b-1e3c-4b5e-8502-31421ab2b1c0 senna obtusifolia 1896-09-06T00:00:00+00:00.jpg,N,1,4.231249612,Fabaceae,herb
1954,908843ca-05f0-43a6-815b-ae4454b701b8 medicago lupulina 1906-09-10T00:00:00+00:00.jpg,Y,1,16.13489296,Fabaceae,herb
1955,9136192a-13ad-49d7-a16b-b1668eb31087 crotalaria rotundifolia 2014-07-10T00:00:00+00:00.jpg,N,1,53.46850007,Fabaceae,herb
1956,915c7f8d-fadb-43d4-9461-6b1be28f4b1c lespedeza procumbens 1951-10-12T00:00:00+00:00.jpg,N,1,14.47731426,Fabaceae,herb
1957,91ab16d3-8036-4e53-988b-9e852ab3f281 vicia villosa 1984-05-08T00:00:00+00:00.jpg,Y,1,3.416119312,Fabaceae,herb
1958,92567a99-69c5-4a13-8ab3-62f90dccadbd chamaecrista rotundifolia 1930-07-24T00:00:00+00:00.jpg,U,U,165.5144885,Fabaceae,herb
1959,9275e591-c8fc-4df9-8469-a59d37e188db  1998-03-15T00:00:00+00:00.jpg,Y,1,4.890159062,Fabaceae,herb
1960,9358cfc2-7787-4da3-a2a3-0a7e41b01922  2018-06-27T00:00:00+00:00.jpg,N,1,4.595907448,Fabaceae,herb
1961,93724502-4cba-4e34-85ff-1affd073fbdf lathyrus hirsutus 1985-05-12T00:00:00+00:00.jpg,Y,1,93.61357204,Fabaceae,herb
1962,9397453b-7a80-4e91-9209-64f8c34ba7ab sesbania punicea 1974-10-22T00:00:00+00:00.jpg,Y,1,9.999964449,Fabaceae,herb
1963,94081b5d-f737-43db-81b6-cd9467b86572 senna marilandica 2001-09-29T00:00:00+00:00.jpg,N,1,3.504964743,Fabaceae,herb
1964,940894af-186e-4a5c-8e94-aadc29564de9 senna marilandica 1956-10-17T00:00:00+00:00.jpg,N,1,2.816041989,Fabaceae,herb
1965,9480e4ef-f14f-4272-939b-9b03c9da2cb4  2005-07-28T00:00:00+00:00.jpg,N,1,18.69588109,Fabaceae,herb
1966,94b55df5-c885-43f5-8d4c-b65d8c790c56 phaseolus polystachios 1956-06-27T00:00:00+00:00.jpg,N,1,4.587150102,Fabaceae,herb
1967,94bee29e-e7f5-4df2-9550-c94e5ec8b763  .jpg,U,U,5.345954612,Fabaceae,herb
1968,9583707f-c096-4858-a32f-6a69af0360bc amphicarpaea bracteata 1970-09-03T00:00:00+00:00.jpg,N,1,4.90929395,Fabaceae,herb
1969,95e21276-6e33-46ca-be83-3d86755cbc34 desmodium laevigatum 2011-10-12T00:00:00+00:00.jpg,N,1,29.46399476,Fabaceae,herb
1970,96b027b5-8c34-494e-b316-b55f9c30c4e6 psoralea canescens .jpg,N,O,12.1186513,Fabaceae,herb
1971,977d724f-8947-4c9b-9275-be4a6c2fee2b tephrosia .jpg,N,1,8.644933413,Fabaceae,herb
1972,97810b2a-8935-47ec-93c5-52cc22005b76 amorpha fruticosa 1956-05-10T00:00:00+00:00.jpg,N,1,3.911027144,Fabaceae,herb
1973,97e32e1b-b2bd-45e5-893f-e48309dbc559 kummerowia striata 1986-10-30T00:00:00+00:00.jpg,Y,1,6.709375509,Fabaceae,herb
1974,98a7da4b-1cd9-4124-af4a-6ea0d0dddfed  2019-07-08T00:00:00+00:00.jpg,U,U,7.862126695,Fabaceae,herb
1975,98f8a6b8-3705-46c7-a126-2e48960704ba trifolium carolinianum 1965-04-14T00:00:00+00:00.jpg,N,1,8.979433326,Fabaceae,herb
1976,99d800a5-092c-45ae-9b65-fd9909beb5c9 crotalaria sagittalis 1938-07-08T00:00:00+00:00.jpg,N,1,4.282688827,Fabaceae,herb
1977,9be4ed29-44cf-44de-9658-f5eacc8982ef gleditsia triacanthos .jpg,U,U,8.40571465,Fabaceae,herb
1978,9cd634ff-6b04-4d01-95ef-6278f9f25d3f vicia sativa nigra 1937-05-03T00:00:00+00:00.jpg,Y,1,18.26013809,Fabaceae,herb
1979,9fc3ab84-eb22-40be-acc2-bb6ea9011cb8 baptisia bracteata glabrescens 1946-05-20T00:00:00+00:00.jpg,N,1,18.8394803,Fabaceae,herb
1980,9fe41ca2-8e2e-4f9e-aef0-91e1ee038545 amorpha herbacea 1958-06-25T00:00:00+00:00.jpg,N,1,18.99195987,Fabaceae,herb
1981,a00f6c4b-3743-4fe8-b976-ac6e65badefa baptisia lanceolata 1898-04-27T00:00:00+00:00.jpg,N,1,7.948160708,Fabaceae,herb
